bookkeeping	child_dialect_count	child_family_count	child_language_count	description	family_pk	father_pk	hid	id	jsondata	latitude	level	longitude	markup_description	name	newick	pk	status	genus_name	family	color	latlong_combined	duplicate
False	0	0	0		202	2656	aiw	aari1239	{}	5.95034	language	36.5721		Aari	'Aari [aari1239][aiw]-l-'	4424	unknown/safe	South Omotic	South Omotic	#A9A9A9	5.95034 36.5721	FALSE
False	0	0	0		376	4943	aas	aasa1238	{}	-4.00679	language	36.8648		Aasax	'Aasax [aasa1238][aas]-l-'	7144	extinct		Afro-Asiatic	#FF0000	-4.00679 36.8648	FALSE
False	0	0	0		21	19351	kbt	abad1241	{}	-9.03389	language	146.992		Abadi	'Abadi [abad1241][kbt]-l-'	20702	unknown/safe		Austronesian	#A9A9A9	-9.03389 146.992	FALSE
False	0	0	0		50	10771	abg	abag1245	{}	-6.12028	language	145.665		Abaga	'Abaga [abag1245][abg]-l-'	13588	critically endangered		Nuclear Trans New Guinea	#FF6500	-6.12028 145.665	FALSE
False	0	0	0		21	10593	abf	abai1240	{}	5.55394	language	118.306		Abai Sungai	'Abai Sungai [abai1240][abf]-l-'	13413	definitely endangered		Austronesian	#EDED21	5.55394 118.306	FALSE
False	0	0	0		10	17246	abm	aban1242	{}	6.30619	language	8.63055		Abanyom	'Abanyom [aban1242][abm]-l-'	18795	unknown/safe		Atlantic-Congo	#A9A9A9	6.30619 8.63055	FALSE
False	0	0	0		10	5196	mij	abar1238	{}	6.5805	language	10.2267		Mungbam	'Mungbam [abar1238][mij]-l-'	7603	unknown/safe		Atlantic-Congo	#A9A9A9	6.5805 10.2267	FALSE
False	0	0	0		142	142	aau	abau1245	{}	-3.97222	language	141.324		Abau	'Abau [abau1245][aau]-l-'	1214	unknown/safe	Upper Sepik	Sepik	#A9A9A9	-3.97222 141.324	FALSE
False	3	0	0		351	1603	abq	abaz1241	{}	41.1214	language	42.7273		Abaza	('Ashkaraua [ashk1247]','Bezshagh [bezs1238]','Tapanta [tapa1256]')'Abaza [abaz1241][abq]-l-'	3003	definitely endangered	Northwest Caucasian	Abkhaz-Adyge	#EDED21	41.1214 42.7273	FALSE
False	4	0	0		10	5211	aba	abee1242	{}	5.59682	language	-4.38497		Abé	('Abbey-Ve [abbe1238]','Kos [koss1238]','Morie [mori1266]','Tioffo [tiof1238]')'Abé [abee1242][aba]-l-'	7635	unknown/safe		Atlantic-Congo	#A9A9A9	5.59682 -4.38497	FALSE
False	0	0	0		21	7802	abp	aben1249	{}	15.4131	language	120.2		Abenlen Ayta	'Abenlen Ayta [aben1249][abp]-l-'	10439	unknown/safe		Austronesian	#A9A9A9	15.4131 120.2	FALSE
False	2	0	0		10	5211	abi	abid1235	{}	5.65656	language	-4.58421		Abidji	('Enyembe [enye1238]','Ogbru [ogbr1242]')'Abidji [abid1235][abi]-l-'	7634	unknown/safe	Kwa	Atlantic-Congo	#A9A9A9	5.65656 -4.58421	FALSE
False	0	0	0				bsa	abin1243	{}	-2.92281	language	138.891		Abinomn	'Abinomn [abin1243][bsa]-l-'	255	unknown/safe			#A9A9A9	-2.92281 138.891	FALSE
False	0	0	0		41	615	axb	abip1241	{}	-29	language	-61		Abipon	'Abipon [abip1241][axb]-l-'	2003	extinct		Guaicuruan	#FF0000	-29 -61	FALSE
False	0	0	0				ash	abis1238	{}	-0.69386	language	-75.2183		Aewa	'Aewa [abis1238][ash]-l-'	341	extinct			#FF0000	-0.69386 -75.2183	FALSE
False	3	0	0		351	1603	abk	abkh1244	{}	43.056218	language	41.159115		Abkhazian	('Abzhui [abzh1238]','Bzyb [bzyb1238]','Samurzakan [samu1242]')'Abkhazian [abkh1244][abk]-l-'	3002	vulnerable	Northwest Caucasian	Abkhaz-Adyge	#CBCB65	43.056218 41.159115	FALSE
False	0	0	0		201	1347	aob	abom1238	{}	-8.42448	language	142.842		Abom	'Abom [abom1238][aob]-l-'	2654	unknown/safe		Anim	#A9A9A9	-8.42448 142.842	FALSE
False	0	0	0		10	10171	abo	abon1238	{}	6.90621	language	10.8769		Abon	'Abon [abon1238][abo]-l-'	12845	unknown/safe		Atlantic-Congo	#A9A9A9	6.90621 10.8769	FALSE
False	0	0	0		10	12970	abr	abro1238	{}	7.72094	language	-2.50289		Abron	'Abron [abro1238][abr]-l-'	15585	unknown/safe		Atlantic-Congo	#A9A9A9	7.72094 -2.50289	FALSE
False	4	0	0		10	7522	abn	abua1244	{}	4.83057	language	6.61492		Abua	('Central Abuan [cent2029]','Emughan [emug1238]','Okpeden [okpe1247]','Otapha [otap1238]')'Abua [abua1244][abn]-l-'	10054	unknown/safe		Atlantic-Congo	#A9A9A9	4.83057 6.61492	FALSE
False	3	0	0		192	2552	abz	abui1241	{}	-8.31058	language	124.588		Abui	('Alakaman [alak1254]','Atimelang [atim1239]','Kobola [kobo1247]')'Abui [abui1241][abz]-l-'	4325	unknown/safe	Greater Alor	Timor-Alor-Pantar	#A9A9A9	-8.31058 124.588	FALSE
False	3	0	0				kgr	abun1252	{}	-0.57073	language	132.416		Abun	('Abun Je [abun1253]','Abun Ji [abun1255]','Abun Tat [abun1254]')'Abun [abun1252][kgr]-l-'	176	unknown/safe	North-Central Bird's Head		#A9A9A9	-0.57073 132.416	FALSE
False	0	0	0		10	10231	abu	abur1243	{}	5.21534	language	-3.64123		Abure	'Abure [abur1243][abu]-l-'	12968	unknown/safe		Atlantic-Congo	#A9A9A9	5.21534 -3.64123	FALSE
False	0	0	0		10	7521	mgj	abur1244	{}	4.62301	language	6.50634		Abureni	'Abureni [abur1244][mgj]-l-'	10050	unknown/safe		Atlantic-Congo	#A9A9A9	4.62301 6.50634	FALSE
False	3	0	0		264	1468	ado	abuu1241	{}	-4.24027	language	144.474		Abu	('Auwa [auwa1242]','Nuclear Abu [nucl1640]','Sabu {Papua New Guinea} [sabu1256]')'Abu [abuu1241][ado]-l-'	2817	unknown/safe		Lower Sepik-Ramu	#A9A9A9	-4.24027 144.474	FALSE
False	3	0	0		383	7228	tpx	acat1239	{}	17.1034	language	-99.0602		Acatepec Me'phaa	('Acatepec [acat1240]','Platanillo [plat1255]','Zapotitlán Tablas [zapo1435]')'Acatepec Me'phaa [acat1239][tpx]-l-'	9676	unknown/safe		Otomanguean	#A9A9A9	17.1034 -99.0602	FALSE
False	3	0	0		151	11639	acn	acha1249	{}	24.3479	language	97.7438		Longchuan Achang	('Longchuan [long1373]','Maingtha [main1270]','Xiandao [xian1249][xia]')'Longchuan Achang [acha1249][acn]-l-'	14449	unknown/safe	Burmese-Lolo	Sino-Tibetan	#A9A9A9	24.3479 97.7438	FALSE
False	0	0	0		79	8322	aca	acha1250	{}	4.38649	language	-72.2005		Achagua	'Achagua [acha1250][aca]-l-'	10978	severely endangered		Arawakan	#FFCB00	4.38649 -72.2005	FALSE
False	0	0	0		151	11612	yif	ache1244	{}	24.152	language	102.446		Ache	'Ache [ache1244][yif]-l-'	14415	unknown/safe		Sino-Tibetan	#A9A9A9	24.152 102.446	FALSE
False	2	0	0		51	2042	acz	ache1245	{}	10.8827	language	30.3187		Acheron	('Eastern Acheron [east2430]','Western Acheron [west2504]')'Acheron [ache1245][acz]-l-'	3713	severely endangered		Narrow Talodi	#FFCB00	10.8827 30.3187	FALSE
False	0	0	0		298	6770	guq	ache1246	{}	-25.5865	language	-56.4697		Aché	'Aché [ache1246][guq]-l-'	9293	definitely endangered	Tupi-Guaraní	Tupian	#EDED21	-25.5865 -56.4697	FALSE
False	0	0	0		304	9317	acr	achi1256	{}	15.073	language	-90.3513		Achi	'Achi [achi1256][acr]-l-'	12064	vulnerable		Mayan	#CBCB65	15.073 -90.3513	FALSE
False	7	0	0		21	7886	ace	achi1257	{}	3.90757	language	96.6032		Achinese	('Banda Aceh [band1356]','Baruh [baru1270]','Bueng [buen1246]','Daja {Indonesia} [daja1241]','Pase [pase1241]','Pidie [pidi1241]','Tunong [tuno1237]')'Achinese [achi1257][ace]-l-'	10622	unknown/safe	Malayo-Sumbawan	Austronesian	#A9A9A9	3.90757 96.6032	FALSE
False	0	0	0		89	13717	act	acht1238	{}	52.021	language	6.47521		Achterhoeks	'Achterhoeks [acht1238][act]-l-'	16114	vulnerable		Indo-European	#CBCB65	52.021 6.47521	FALSE
False	0	0	0		45	45	acv	achu1247	{}	41.0979	language	-121.191		Achumawi	'Achumawi [achu1247][acv]-l-'	620	critically endangered	Palaihnihan	Palaihnihan	#FF6500	41.0979 -121.191	FALSE
False	2	0	0		391	1739	acu	achu1248	{}	-2.82646	language	-77.2641		Achuar-Shiwiar	('Achuar [achu1249]','Shiwiar [shiw1235]')'Achuar-Shiwiar [achu1248][acu]-l-'	3277	definitely endangered	Jivaroan	Chicham	#EDED21	-2.82646 -77.2641	FALSE
False	3	0	0		429	5129	ach	acol1236	{}	3.57738	language	32.5147		Acoli	('Dhopaluo [dhop1238]','Labwor [labw1238][lth]','Nyakwai [nyak1263]')'Acoli [acol1236][ach]-l-'	7417	unknown/safe	Nilotic	Nilotic	#A9A9A9	3.57738 32.5147	FALSE
False	0	0	0		58	2076	acs	acro1239	{}	-12.594	language	-40.21445		Acroá	'Acroá [acro1239][acs]-l-'	3739	extinct		Nuclear-Macro-Je	#FF0000	-12.594 -40.21445	FALSE
False	0	0	0				xad	adai1235	{}	31.6314	language	-92.0059		Adai	'Adai [adai1235][xad]-l-'	276	extinct			#FF0000	31.6314 -92.0059	FALSE
False	0	0	0		193	1329	ads	adam1238	{}	5.834	language	-0.151		Adamorobe Sign Language	'Adamorobe Sign Language [adam1238][ads]-l-'	2599	unknown/safe	Sign Languages	Sign Language	#A9A9A9	5.834 -0.151	FALSE
False	7	0	0		10	7695	fub	adam1253	{}	8.140326	language	13.077338		Adamawa Fulfulde	('Bilkire Fulani [bilk1238]','Garoua [garo1248]','Gombe [gomb1248]','Kambariire [kamb1295]','Maroua Fulfulde [maro1243]','Ngaondéré [ngao1243]','Nomadic Fulfulde [noma1259]')'Adamawa Fulfulde [adam1253][fub]-l-'	10333	unknown/safe	Northern Atlantic	Atlantic-Congo	#A9A9A9	8.140326 13.077338	FALSE
False	6	0	0		10	3455	ada	adan1247	{}	5.9437	language	0.13243		Adangme	('Ada [adaa1238]','Gbugbla [gbug1238]','Krobo [krob1243]','Ningo [ning1270]','Osu [osuu1238]','Shai [shai1238]')'Adangme [adan1247][ada]-l-'	5204	unknown/safe		Atlantic-Congo	#A9A9A9	5.9437 0.13243	FALSE
False	0	0	0		10	5215	adq	adan1248	{}	6.50546	language	0.727155		Adangbe	'Adangbe [adan1248][adq]-l-'	7664	unknown/safe		Atlantic-Congo	#A9A9A9	6.50546 0.727155	FALSE
False	1	0	0		192	9124	adn	adan1251	{}	-8.18958	language	124.448		Adang	('Aimoli [aimo1245]')'Adang [adan1251][adn]-l-'	12000	unknown/safe	Greater Alor	Timor-Alor-Pantar	#A9A9A9	-8.18958 124.448	FALSE
False	2	0	0		21	7821	tiu	adas1235	{}	17.8187	language	120.905		Adasen	('Eastern Addasen [east2476]','Western Addasen [west2551]')'Adasen [adas1235][tiu]-l-'	10490	unknown/safe		Austronesian	#A9A9A9	17.8187 120.905	FALSE
False	2	0	0		10	5202	ade	adel1244	{}	8.16975	language	0.619185		Adele	('Lower Adele [lowe1404]','Upper Adele [uppe1417]')'Adele [adel1244][ade]-l-'	7614	unknown/safe		Atlantic-Congo	#A9A9A9	8.16975 0.619185	FALSE
False	0	0	0		429	9847	adh	adho1243	{}	0.73235	language	34.0341		Adhola	'Adhola [adho1243][adh]-l-'	12523	unknown/safe		Nilotic	#A9A9A9	0.73235 34.0341	FALSE
False	0	0	0		10	5211	adj	adio1239	{}	5.38228	language	-4.52522		Adioukrou	'Adioukrou [adio1239][adj]-l-'	7633	unknown/safe	Kwa	Atlantic-Congo	#A9A9A9	5.38228 -4.52522	FALSE
False	0	0	0		89	8445	ort	adiv1239	{}	18.1046	language	82.8487		Kotia-Adivasi Oriya-Desiya	'Kotia-Adivasi Oriya-Desiya [adiv1239][ort]-l-'	11114	unknown/safe	Indic	Indo-European	#A9A9A9	18.1046 82.8487	FALSE
False	0	0	0		89	11169	gas	adiw1235	{}	24.0712	language	73.1426		Adiwasi Garasia	'Adiwasi Garasia [adiw1235][gas]-l-'	13993	unknown/safe		Indo-European	#A9A9A9	24.0712 73.1426	FALSE
False	0	0	0		66	5788	adt	adny1235	{}	-30.1451	language	138.671		Adnyamathanha	'Adnyamathanha [adny1235][adt]-l-'	8248	definitely endangered		Pama-Nyungan	#EDED21	-30.1451 138.671	FALSE
False	3	0	0		21	17800	adr	adon1237	{}	-8.32027	language	123.159		Adonara	('East Adonara [east2470]','East Solor [east2469]','West Adonara [west2544]')'Adonara [adon1237][adr]-l-'	19592	unknown/safe		Austronesian	#A9A9A9	-8.32027 123.159	FALSE
False	5	0	0		351	1601	ady	adyg1241	{}	44	language	39.33		Adyghe	('Abadzex [abad1240]','Bezhedukh [bezh1247]','Natuzaj [natu1243]','Shapsug [shap1240]','Xakuchi [xaku1238]')'Adyghe [adyg1241][ady]-l-'	3001	vulnerable	Northwest Caucasian	Abkhaz-Adyge	#CBCB65	44 39.33	FALSE
False	0	0	0		21	19400	adz	adze1240	{}	-6.39394	language	146.294		Adzera	'Adzera [adze1240][adz]-l-'	20781	unknown/safe	Oceanic	Austronesian	#A9A9A9	-6.39394 146.294	FALSE
False	3	0	0		74	74	awi	aeky1238	{}	-5.88478	language	141.532		Aekyom	('East Awin [east2522]','North Awin [nort2932]','South Awin [sout2952]')'Aekyom [aeky1238][awi]-l-'	694	unknown/safe	Awin-Pare	Awin-Pa	#A9A9A9	-5.88478 141.532	FALSE
False	2	0	0		89	14015	aeq	aerr1238	{}	25.254	language	69.029		Aer	('Jamesabad Aer [jame1238]','Jikrio Goth Aer [jikr1238]')'Aer [aerr1238][aeq]-l-'	16238	unknown/safe		Indo-European	#A9A9A9	25.254 69.029	FALSE
False	0	0	0		376	12263	aal	afad1236	{}	12.0551	language	14.6343		Afade	'Afade [afad1236][aal]-l-'	14845	unknown/safe	Biu-Mandara	Afro-Asiatic	#A9A9A9	12.0551 14.6343	FALSE
False	4	0	0		376	7149	aar	afar1241	{}	12.2281	language	41.8083		Afar	('Aussa [auss1240]','Baadu [baad1239]','Central Afar [cent2192]','Northern Afar [nort3052]')'Afar [afar1241][aar]-l-'	9535	unknown/safe		Afro-Asiatic	#A9A9A9	12.2281 41.8083	FALSE
False	0	0	0		206	206	aft	afit1238	{}	12.446	language	30.7611		Afitti	'Afitti [afit1238][aft]-l-'	1356	severely endangered		Nyimang	#FFCB00	12.446 30.7611	FALSE
False	3	0	0		89	10985	afr	afri1274	{}	-22	language	30		Afrikaans	('Cape Afrikaans [cape1241]','East Cape Afrikaans [east2693]','Orange River Afrikaans [oran1263]')'Afrikaans [afri1274][afr]-l-'	13720	unknown/safe	Germanic	Indo-European	#A9A9A9	-22 30	FALSE
False	0	0	0		89	22587	afs	afro1254	{}	31.7843	language	-99.2934		Afro-Seminole Creole	'Afro-Seminole Creole [afro1254][afs]-l-'	22850	unknown/safe		Indo-European	#A9A9A9	31.7843 -99.2934	FALSE
False	0	0	0		395	1765	agi	agar1251	{}	24.5024	language	82.297		Agariya	'Agariya [agar1251][agi]-l-'	3308	unknown/safe		Unattested	#A9A9A9	24.5024 82.297	FALSE
False	0	0	0		50	5519	agd	agar1252	{}	-6.20604	language	145.917		Agarabi	'Agarabi [agar1252][agd]-l-'	8063	unknown/safe	Eastern Highlands	Nuclear Trans New Guinea	#A9A9A9	-6.20604 145.917	FALSE
False	0	0	0		10	10143	agc	agat1236	{}	7.97915	language	7.71639		Agatu	'Agatu [agat1236][agc]-l-'	12801	unknown/safe		Atlantic-Congo	#A9A9A9	7.97915 7.71639	FALSE
False	0	0	0		395	1775	avo	agav1236	{}	-13.29849	language	-53.43936		Agavotaguerra	'Agavotaguerra [agav1236][avo]-l-'	3313	extinct		Unattested	#FF0000	-13.29849 -53.43936	FALSE
False	0	0	0		10	15534	agq	aghe1239	{}	6.38956	language	10.0807		Aghem	'Aghem [aghe1239][agq]-l-'	17526	unknown/safe	Bantoid	Atlantic-Congo	#A9A9A9	6.38956 10.0807	FALSE
False	4	0	0		371	7051	agx	aghu1253	{}	41.9242	language	47.5843		Aghul	('Agul [agul1244]','Gekxun [gekx1238]','Keren [kere1281]','Koshan [kosh1245]')'Aghul [aghu1253][agx]-l-'	9459	definitely endangered	Lezgic	Nakh-Daghestanian	#EDED21	41.9242 47.5843	FALSE
False	0	0	0		66	2153	ggr	aghu1254	{}	-13.735	language	142.426		Aghu Tharnggalu	'Aghu Tharnggalu [aghu1254][ggr]-l-'	3855	extinct		Pama-Nyungan	#FF0000	-13.735 142.426	FALSE
False	0	0	0		50	10867	ahh	aghu1255	{}	-6.34674	language	140.043		Aghu	'Aghu [aghu1255][ahh]-l-'	13639	unknown/safe	Awju-Dumut	Nuclear Trans New Guinea	#A9A9A9	-6.34674 140.043	FALSE
False	0	0	0		371	4861	xag	aghw1237	{}	40.374444	language	47.126667		Aghwan	'Aghwan [aghw1237][xag]-l-'	7049	extinct		Nakh-Daghestanian	#FF0000	40.374444 47.126667	FALSE
False	0	0	0		353	3009	aif	agii1245	{}	-3.49104	language	142.387		Agi	'Agi [agii1245][aif]-l-'	4729	unknown/safe		Nuclear Torricelli	#A9A9A9	-3.49104 142.387	FALSE
False	3	0	0		316	316	kit	agob1244	{}	-9.08521	language	142.532		Agob-Ende-Kawam	('Agöb [agob1245]','Ende {papua New Guinea} [ende1235]','Kawam [kawa1281]')'Agob-Ende-Kawam [agob1244][kit]-l-'	1554	unknown/safe		Pahoturi	#A9A9A9	-9.08521 142.532	FALSE
False	1	0	0		10	7537	ibm	agoi1246	{}	5.87953	language	8.21629		Agoi	('Iko {Agoi} [ikoo1244]')'Agoi [agoi1246][ibm]-l-'	10072	unknown/safe		Atlantic-Congo	#A9A9A9	5.87953 8.21629	FALSE
False	0	0	0		395	1775	aga	agua1251	{}	-5.25	language	-75.8333		Aguano	'Aguano [agua1251][aga]-l-'	3312	extinct		Unattested	#FF0000	-5.25 -75.8333	FALSE
False	0	0	0		304	6787	agu	agua1252	{}	15.3307	language	-91.3153		Aguacateco	'Aguacateco [agua1252][agu]-l-'	9313	unknown/safe	Mayan	Mayan	#A9A9A9	15.3307 -91.3153	FALSE
False	0	0	0		391	391	agr	agua1253	{}	-5.30044	language	-77.9218		Aguaruna	'Aguaruna [agua1253][agr]-l-'	1740	vulnerable	Jivaroan	Chicham	#CBCB65	-5.30044 -77.9218	FALSE
False	0	0	0		10	5215	aug	agun1238	{}	7.49256	language	1.74452		Aguna	'Aguna [agun1238][aug]-l-'	7665	unknown/safe		Atlantic-Congo	#A9A9A9	7.49256 1.74452	FALSE
False	3	0	0		21	15821	msm	agus1235	{}	8.62731	language	125.742		Agusan Manobo	('Adgawan [adga1237]','Surigao Manobo [suri1270]','Umayam [umay1237]')'Agusan Manobo [agus1235][msm]-l-'	17888	unknown/safe		Austronesian	#A9A9A9	8.62731 125.742	FALSE
False	0	0	0		21	3548	agn	agut1237	{}	10.5328	language	119.655		Agutaynen	'Agutaynen [agut1237][agn]-l-'	5389	unknown/safe		Austronesian	#A9A9A9	10.5328 119.655	FALSE
False	7	0	0		10	15325	yay	agwa1247	{}	5.81055	language	8.03166		Agwagwune	('Abayongo [abay1238]','Abini [abin1242]','Adim [adim1238]','Erei [erei1238]','Etono II [eton1252]','Nuclear Agwagwune [nucl1375]','Orum [orum1242]')'Agwagwune [agwa1247][yay]-l-'	17184	unknown/safe		Atlantic-Congo	#A9A9A9	5.81055 8.03166	FALSE
False	0	0	0		10	15589	aha	ahan1243	{}	4.85147	language	-1.94657		Ahanta	'Ahanta [ahan1243][aha]-l-'	17599	unknown/safe		Atlantic-Congo	#A9A9A9	4.85147 -1.94657	FALSE
False	0	0	0		10	5188	ahn	ahan1244	{}	7.44139	language	6.00896		Àhàn	'Àhàn [ahan1244][ahn]-l-'	7563	unknown/safe		Atlantic-Congo	#A9A9A9	7.44139 6.00896	FALSE
False	0	0	0		143	2394	thm	aheu1239	{}	17.7655	language	104.229		Thavung	'Thavung [aheu1239][thm]-l-'	4134	definitely endangered		Austroasiatic	#EDED21	17.7655 104.229	FALSE
False	2	0	0		21	17879		ahin1234	{}	16.321	language	120.90003		Ahin-Kayapa Kalanguya	('Kayapa Kallahan [kaya1320]','Tinoc Kallahan [tino1235][tne]')'Ahin-Kayapa Kalanguya [ahin1234][kak]-l-'	19649	unknown/safe		Austronesian	#A9A9A9	16.321 120.90003	FALSE
False	0	0	0		23	16077	aho	ahom1240	{}	27.2778	language	88.464		Ahom	'Ahom [ahom1240][aho]-l-'	18167	extinct		Tai-Kadai	#FF0000	27.2778 88.464	FALSE
False	0	0	0		196	4403	aht	ahte1237	{}	61.7068	language	-144.889		Ahtena	'Ahtena [ahte1237][aht]-l-'	6563	critically endangered	Athapaskan	Athapaskan-Eyak-Tlingit	#FF6500	61.7068 -144.889	FALSE
False	0	0	0		10	3442	nfd	ahwa1235	{}	9.17635	language	8.56205		Ndunic	'Ndunic [ahwa1235][nfd]-l-'	5164	unknown/safe		Atlantic-Congo	#A9A9A9	9.17635 8.56205	FALSE
False	2	0	0		23	7957	aih	aich1238	{}	25.4908	language	107.844		Ai-Cham	('Boyao [boya1241]','Di'e [diee1238]')'Ai-Cham [aich1238][aih]-l-'	10718	unknown/safe		Tai-Kadai	#A9A9A9	25.4908 107.844	FALSE
False	3	0	0		21	21739	aix	aigh1235	{}	-5.99488	language	150.272		Aighon	('Aigon [aigo1239]','Apsokok [apso1237]','Bao [baoo1237]')'Aighon [aigh1235][aix]-l-'	22447	unknown/safe		Austronesian	#A9A9A9	-5.99488 150.272	FALSE
False	1	0	0				tba	aika1237	{}	-12.6695	language	-60.5353		Aikanã	('Masaká [masa1312]')'Aikanã [aika1237][tba]-l-'	396	definitely endangered	Aikaná		#EDED21	-12.6695 -60.5353	FALSE
False	0	0	0		21	22441	mwg	aikl1237	{}	-6.23575	language	149.571		Aiklep	'Aiklep [aikl1237][mwg]-l-'	22787	unknown/safe		Austronesian	#A9A9A9	-6.23575 149.571	FALSE
False	10	0	0		89	16339	aiq	aima1241	{}	35.283	language	59.1756		Aimaq	('Chinghizi [chin1474]','Firozkohi [firo1239]','Jamshidi [jams1238]','Maliki [mali1277]','Mizmast [mizm1238]','Taimani [taim1249]','Taimuri [taim1248]','Teimuri [teim1238]','Zainal [zain1238]','Zohri [zohr1238]')'Aimaq [aima1241][aiq]-l-'	18293	unknown/safe		Indo-European	#A9A9A9	35.283 59.1756	FALSE
False	0	0	0		283	1499	ail	aime1238	{}	-6.68656	language	142.656		Aimele	'Aimele [aime1238][ail]-l-'	2856	unknown/safe		Bosavi	#A9A9A9	-6.68656 142.656	FALSE
False	1	0	0		151	6273	aim	aimo1244	{}	24.6437	language	94.3556		Aimol	('Langrong [lang1312]')'Aimol [aimo1244][aim]-l-'	8780	critically endangered		Sino-Tibetan	#FF6500	24.6437 94.3556	FALSE
False	0	0	0		317	2931	aic	ainb1238	{}	-3.09214	language	141.149		Ainbai	'Ainbai [ainb1238][aic]-l-'	4637	severely endangered		Border	#FFCB00	-3.09214 141.149	FALSE
False	2	0	0		54	641	ain	ainu1240	{}	43.633654	language	142.46167		Hokkaido Ainu	('Hokkaido [hokk1243]','Taraika [tara1248]')'Hokkaido Ainu [ainu1240][ain]-l-'	2053	critically endangered	Ainu	Ainu	#FF6500	43.633654 142.46167	FALSE
False	0	0	0		118	6085	aib	ainu1251	{}	39.2714	language	76.4209		Ainu (China)	'Ainu {China} [ainu1251][aib]-l-'	8556	unknown/safe	Turkic	Turkic	#A9A9A9	39.2714 76.4209	FALSE
False	0	0	0		264	4554	aki	aiom1240	{}	-5.13467	language	144.765		Aiome	'Aiome [aiom1240][aki]-l-'	6730	unknown/safe		Lower Sepik-Ramu	#A9A9A9	-5.13467 144.765	FALSE
False	0	0	0		159	2495	air	airo1242	{}	-1.8522	language	138.158		Airoran	'Airoran [airo1242][air]-l-'	4290	unknown/safe		Greater Kwerba	#A9A9A9	-1.8522 138.158	FALSE
False	0	0	0		23	19795	aio	aito1238	{}	26.5145	language	92.3169		Aiton	'Aiton [aito1238][aio]-l-'	21014	severely endangered		Tai-Kadai	#FFCB00	26.5145 92.3169	FALSE
False	6	0	0		10	3458	ajg	ajab1235	{}	7.06634	language	1.64992		Aja (Benin)	('Dogbo [dogb1238]','Dogo {Benin} [dogo1292]','Hwe [hwee1238]','Sikpi [sikp1238]','Tado {Benin} [tado1245]','Tala {Benin} [tala1280]')'Aja {Benin} [ajab1235][ajg]-l-'	5213	unknown/safe	Kwa	Atlantic-Congo	#A9A9A9	7.06634 1.64992	FALSE
False	0	0	0		239	239	aja	ajas1235	{}	8.58003	language	25.6122		Aja (Sudan)	'Aja {Sudan} [ajas1235][aja]-l-'	1415	critically endangered	Kresh	Kresh-Aja	#FF6500	8.58003 25.6122	FALSE
False	0	0	0		376	7182	ajw	ajaw1236	{}	10.21	language	9.89205		Ajawa	'Ajawa [ajaw1236][ajw]-l-'	9606	extinct		Afro-Asiatic	#FF0000	10.21 9.89205	FALSE
False	0	0	0		21	17705	aji	ajie1238	{}	-21.3029	language	165.468		Ajië	'Ajië [ajie1238][aji]-l-'	19438	unknown/safe	Oceanic	Austronesian	#A9A9A9	-21.3029 165.468	FALSE
False	0	0	0		79	10970	cpc	ajyi1238	{}	-9.82364	language	-74.61947		Ajyíninka Apurucayali	'Ajyíninka Apurucayali [ajyi1238][cpc]-l-'	13705	vulnerable		Arawakan	#CBCB65	-9.82364 -74.61947	FALSE
False	0	0	0		370	1696	soh	akaa1242	{}	11.2101	language	33.6524		Aka	'Aka [akaa1242][soh]-l-'	3156	critically endangered		Eastern Jebel	#FF6500	11.2101 33.6524	FALSE
False	0	0	0		312	4617	akm	akab1248	{}	12.3629	language	92.8011		Aka-Bo	'Aka-Bo [akab1248][akm]-l-'	6801	extinct		Great Andamanese	#FF0000	12.3629 92.8011	FALSE
False	0	0	0		312	2905	abj	akab1249	{}	12.3782	language	92.7818		Aka-Bea	'Aka-Bea [akab1249][abj]-l-'	4622	extinct	Great Andamanese	Great Andamanese	#FF0000	12.3782 92.7818	FALSE
False	0	0	0		312	4617	aci	akac1240	{}	13.49086	language	92.94855		Aka-Cari	'Aka-Cari [akac1240][aci]-l-'	6800	extinct	Great Andamanese	Great Andamanese	#FF0000	13.49086 92.94855	FALSE
False	1	0	0		312	4618	akj	akaj1239	{}	13.1525	language	92.9504		Aka-Jeru	('Mixed Great Andamanese [mixe1288][gac]')'Aka-Jeru [akaj1239][akj]-l-'	6803	extinct		Great Andamanese	#FF0000	13.1525 92.9504	FALSE
False	0	0	0		312	4618	ack	akak1251	{}	12.0944	language	92.7466		Aka-Kora	'Aka-Kora [akak1251][ack]-l-'	6802	extinct		Great Andamanese	#FF0000	12.0944 92.7466	FALSE
False	0	0	0		312	1546	akx	akak1252	{}	12.8494	language	92.8227		Aka-Kede	'Aka-Kede [akak1252][akx]-l-'	2903	extinct	Great Andamanese	Great Andamanese	#FF0000	12.8494 92.8227	FALSE
False	0	0	0		312	4619	aky	akak1253	{}	12.73253	language	92.78661		Aka-Kol	'Aka-Kol [akak1253][aky]-l-'	6805	extinct		Great Andamanese	#FF0000	12.73253 92.78661	FALSE
