bookkeeping	child_dialect_count	child_family_count	child_language_count	description	family_pk	father_pk	hid	id	jsondata	latitude	level	longitude	markup_description	name	newick	pk	status	genus_name	family	color	latlong_combined	duplicate
False	2	0	0		10	15575	grh	gbir1241	{}	10.3923	language	8.43157		Gbiri-Niragu	('Gbiri [gbir1242]','Niragu [nira1238]')'Gbiri-Niragu [gbir1241][grh]-l-'	17564	unknown/safe		Atlantic-Congo	#A9A9A9	10.3923 8.43157	FALSE
False	4	0	0		10	15616	gec	gbol1235	{}	4.75405	language	-7.66699		Gboloo Grebo	('Biabo [biab1239]','Dediebo [dedi1238]','Gederobo [gede1242]','Nyanoun [nyan1312]')'Gboloo Grebo [gbol1235][gec]-l-'	17620	unknown/safe		Atlantic-Congo	#A9A9A9	4.75405 -7.66699	FALSE
False	0	0	0		151	4216	kvq	geba1237	{}	19.4991	language	96.9492		Geba Karen	'Geba Karen [geba1237][kvq]-l-'	6316	unknown/safe		Sino-Tibetan	#A9A9A9	19.4991 96.9492	FALSE
False	1	0	0		21	15650	gei	gebe1237	{}	-0.07877	language	129.424		Gebe	('Umera [umer1237]')'Gebe [gebe1237][gei]-l-'	17631	vulnerable		Austronesian	#CBCB65	-0.07877 129.424	FALSE
False	0	0	0		21	21743	gdd	geda1237	{}	-5.18175	language	145.781		Gedaged	'Gedaged [geda1237][gdd]-l-'	22454	unknown/safe		Austronesian	#A9A9A9	-5.18175 145.781	FALSE
False	0	0	0		376	9538	drs	gede1246	{}	6.18469	language	38.2395		Gedeo	'Gedeo [gede1246][drs]-l-'	12258	unknown/safe		Afro-Asiatic	#A9A9A9	6.18469 38.2395	FALSE
False	1	0	0		366	9440	hmj	geee1239	{}	26.8542	language	107.823		Ge	('Gejiahua [geji1239]')'Ge [geee1239][hmj]-l-'	12159	unknown/safe		Hmong-Mien	#A9A9A9	26.8542 107.823	FALSE
False	0	0	0		376	4907	gez	geez1241	{}	10.1342	language	40.6821		Geez	'Geez [geez1241][gez]-l-'	7114	extinct		Afro-Asiatic	#FF0000	10.1342 40.6821	FALSE
False	0	0	0		58	654	NOCODE_Geico	geic1236	{}	-6.56	language	-43		Geico	'Geico [geic1236]-l-'	2074	extinct		Nuclear-Macro-Je	#FF0000	-6.56 -43	FALSE
False	3	0	0		376	12381	gji	geji1246	{}	10.3478	language	9.64965		Geji	('Bolu [bolu1244]','Nuclear Geji [nucl1692]','Zaranda [zara1252]')'Geji [geji1246][gji]-l-'	14964	severely endangered		Afro-Asiatic	#FFCB00	10.3478 9.64965	FALSE
False	0	0	0		151	2449	ghk	geko1235	{}	19.6741	language	96.5308		Geko Karen	'Geko Karen [geko1235][ghk]-l-'	4214	unknown/safe		Sino-Tibetan	#A9A9A9	19.6741 96.5308	FALSE
False	0	0	0		21	17645	nlg	gela1263	{}	-9.04587	language	160.186		Gela	'Gela [gela1263][nlg]-l-'	19304	unknown/safe	Oceanic	Austronesian	#A9A9A9	-9.04587 160.186	FALSE
False	0	0	0		23	7940	giu	gela1264	{}	26.574605	language	107.239537		Gelao Mulao	'Gelao Mulao [gela1264][giu]-l-'	10681	unknown/safe		Tai-Kadai	#A9A9A9	26.574605 107.239537	FALSE
False	2	0	0		10	9959	geq	geme1244	{}	8.48359	language	20.6611		Geme	('Geme Kulagbolu [geme1245]','Geme Tulu [geme1246]')'Geme [geme1244][geq]-l-'	12589	critically endangered		Atlantic-Congo	#FF6500	8.48359 20.6611	FALSE
False	0	0	0		50	2021	gaf	gend1249	{}	-5.67528	language	145.177		Gende	'Gende [gend1249][gaf]-l-'	3652	unknown/safe		Nuclear Trans New Guinea	#A9A9A9	-5.67528 145.177	FALSE
False	4	0	0		10	5215	gej	genn1243	{}	6.25971	language	1.67727		Gen	('Agoi {Gen} [agoi1244]','Anexo [anex1238]','Gliji [glij1238]','Nuclear Gen [nucl1353]')'Gen [genn1243][gej]-l-'	7661	unknown/safe		Atlantic-Congo	#A9A9A9	6.25971 1.67727	FALSE
False	0	0	0		151	19985	ygp	gepo1234	{}	25.7	language	102.5		Gepo	'Gepo [gepo1234][ygp]-l-'	21116	unknown/safe		Sino-Tibetan	#A9A9A9	25.7 102.5	FALSE
False	0	0	0		376	18646	gew	gera1246	{}	10.4331	language	10.12		Gera	'Gera [gera1246][gew]-l-'	20068	vulnerable		Afro-Asiatic	#CBCB65	10.4331 10.12	FALSE
False	0	0	0		193	2611	gsg	germ1281	{}	50.8154	language	7.30478		German Sign Language	'German Sign Language [germ1281][gsg]-l-'	4351	unknown/safe	Sign Languages	Sign Language	#A9A9A9	50.8154 7.30478	FALSE
False	3	0	0		376	18646	gea	geru1240	{}	10.4775	language	9.78484		Geruma	('Duurum [duur1238]','Gamsawa [gams1239]','Sum [summ1239]')'Geruma [geru1240][gea]-l-'	20069	unknown/safe		Afro-Asiatic	#A9A9A9	10.4775 9.78484	FALSE
False	3	0	0		21	15726	ges	gese1240	{}	-3.8016	language	130.701		Geser-Gorom	('Goram Laut [gora1263]','Kelimuri [keli1251]','Mina Mina Gorong [mina1270]')'Geser-Gorom [gese1240][ges]-l-'	17782	unknown/safe		Austronesian	#A9A9A9	-3.8016 130.701	FALSE
False	2	0	0		376	1712	gha	ghad1239	{}	30.1168	language	10.0165		Ghadames	('Ayt Waziten [aytw1238]','Elt Ulid [eltu1238]')'Ghadames [ghad1239][gha]-l-'	3200	vulnerable		Afro-Asiatic	#CBCB65	30.1168 10.0165	FALSE
False	0	0	0		193	4386	gse	ghan1235	{}	5.55225	language	-0.30274		Ghanaian Sign Language	'Ghanaian Sign Language [ghan1235][gse]-l-'	6531	unknown/safe		Sign Language	#A9A9A9	5.55225 -0.30274	FALSE
False	0	0	0		21	21791	ghn	ghan1242	{}	-8.02035	language	156.552		Ghanongga	'Ghanongga [ghan1242][ghn]-l-'	22477	unknown/safe		Austronesian	#A9A9A9	-8.02035 156.552	FALSE
False	0	0	0		89	19820	gpe	ghan1244	{}	5.793241	language	-0.283641		Ghanaian Pidgin English	'Ghanaian Pidgin English [ghan1244][gpe]-l-'	21041	unknown/safe		Indo-European	#A9A9A9	5.793241 -0.283641	FALSE
False	6	0	0		21	17644	gri	ghar1239	{}	-9.4791	language	159.917		Ghari	('Gae [gaee1238]','Geri [geri1237]','Ndi {Solomon Islands} [ndii1241]','Nginia [ngin1246]','Nuclear Ghari [nucl1471]','Tandai-Nggaria [tand1254]')'Ghari [ghar1239][gri]-l-'	19302	unknown/safe		Austronesian	#A9A9A9	-9.4791 159.917	FALSE
False	0	0	0		21	20731	bmk	ghay1237	{}	-10.011	language	149.84		Ghayavi	'Ghayavi [ghay1237][bmk]-l-'	21715	unknown/safe		Austronesian	#A9A9A9	-10.011 149.84	FALSE
False	0	0	0		89	730	aln	gheg1238	{}	42.317	language	21.3837		Gheg Albanian	'Gheg Albanian [gheg1238][aln]-l-'	2213	unknown/safe		Indo-European	#A9A9A9	42.317 21.3837	FALSE
False	0	0	0		89	14081	ghr	gher1238	{}	25.383	language	68.368		Ghera	'Ghera [gher1238][ghr]-l-'	16301	unknown/safe		Indo-European	#A9A9A9	25.383 68.368	FALSE
False	0	0	0		371	7072	gdo	ghod1238	{}	42.7428	language	46.2252		Godoberi	'Godoberi [ghod1238][gdo]-l-'	9472	definitely endangered	Avar-Andic-Tsezic	Nakh-Daghestanian	#EDED21	42.7428 46.2252	FALSE
False	7	0	0		10	15532	bbj	ghom1247	{}	5.39619	language	10.352		Ghomálá'	('Ghomálá Central [ghom1250]','Ghomálá North [ghom1248]',('Balessing [bale1252]','Bameka [bame1261]','Bansoa [bans1248]')'Ghomálá South [ghom1249]','Ngemba {Ghomala'} [ngem1253]')'Ghomálá' [ghom1247][bbj]-l-'	17515	unknown/safe		Atlantic-Congo	#A9A9A9	5.39619 10.352	FALSE
False	0	0	0		376	7127	gho	ghom1257	{}	34.7979	language	-4.6696		Ghomara	'Ghomara [ghom1257][gho]-l-'	9519	critically endangered		Afro-Asiatic	#FF6500	34.7979 -4.6696	FALSE
False	0	0	0		10	10085	aaa	ghot1243	{}	7.11551	language	5.95663		Ghotuo	'Ghotuo [ghot1243][aaa]-l-'	12787	unknown/safe	Edoid	Atlantic-Congo	#A9A9A9	7.11551 5.95663	FALSE
False	0	0	0		416	7370	ghl	ghul1238	{}	11.6432	language	29.8122		Uncunwee	'Uncunwee [ghul1238][ghl]-l-'	9758	unknown/safe	Nubian	Nubian	#A9A9A9	11.6432 29.8122	FALSE
False	0	0	0		21	3529	bgi	gian1241	{}	6.99967	language	125.359		Giangan	'Giangan [gian1241][bgi]-l-'	5333	unknown/safe		Austronesian	#A9A9A9	6.99967 125.359	FALSE
False	0	0	0		369	1668	gib	giba1240	{}	12.584	language	8.615		Gibanawa	'Gibanawa [giba1240][gib]-l-'	3115	extinct		Pidgin	#FF0000	12.584 8.615	FALSE
False	1	0	0		376	4950	gid	gida1247	{}	9.874715	language	14.07845		Gidar	('Lam [lamm1244]')'Gidar [gida1247][gid]-l-'	7154	unknown/safe	Biu-Mandara	Afro-Asiatic	#A9A9A9	9.874715 14.07845	FALSE
False	0	0	0		376	18648	kks	giiw1236	{}	10.35754	language	10.46037		Giiwo	'Giiwo [giiw1236][kks]-l-'	20070	unknown/safe		Afro-Asiatic	#A9A9A9	10.35754 10.46037	FALSE
False	0	0	0		10	19260	acd	giky1238	{}	8.39478	language	0.56975		Gikyode	'Gikyode [giky1238][acd]-l-'	20576	unknown/safe		Atlantic-Congo	#A9A9A9	8.39478 0.56975	FALSE
False	2	0	0		89	14143	glk	gila1241	{}	37.1344	language	49.8359		Gilaki	('Galeshi [gale1256]','Rashti [rash1246]')'Gilaki [gila1241][glk]-l-'	16350	unknown/safe	Iranian	Indo-European	#A9A9A9	37.1344 49.8359	FALSE
False	2	0	0		21	15700	gil	gilb1244	{}	-1.34	language	176.44		Gilbertese	('Banaban [bana1287]','Nui [nuii1237]')'Gilbertese [gilb1244][gil]-l-'	17723	unknown/safe	Oceanic	Austronesian	#A9A9A9	-1.34 176.44	FALSE
False	0	0	0		10	18731	gix	gili1241	{}	4.5585	language	19.0091		Gilima	'Gilima [gili1241][gix]-l-'	20126	unknown/safe		Atlantic-Congo	#A9A9A9	4.5585 19.0091	FALSE
False	3	0	0				niv	gily1242	{}	52.59	language	140.681		Nivkh	('Amur [amur1242]','East Sakhalin Gilyak [east2373]','North Sakhalin Gilyak [nort2750]')'Nivkh [gily1242][niv]-l-'	234	critically endangered	Nivkh		#FF6500	52.59 140.681	FALSE
False	0	0	0		21	22441	gip	gimi1242	{}	-6.02464	language	149.478		Gimi (West New Britain)	'Gimi {West New Britain} [gimi1242][gip]-l-'	22789	unknown/safe		Austronesian	#A9A9A9	-6.02464 149.478	FALSE
False	2	0	0		50	5514	gim	gimi1243	{}	-6.42097	language	145.214		Gimi (Eastern Highlands)	('East Gimi [east2515]','West Gimi [west2597]')'Gimi {Eastern Highlands} [gimi1243][gim]-l-'	8053	unknown/safe		Nuclear Trans New Guinea	#A9A9A9	-6.42097 145.214	FALSE
False	0	0	0		10	15255	kmp	gimm1241	{}	8.58084	language	12.6658		Gimme	'Gimme [gimm1241][kmp]-l-'	17160	unknown/safe		Atlantic-Congo	#A9A9A9	8.58084 12.6658	FALSE
False	1	0	0		10	15255	gmn	gimn1238	{}	8.58129	language	12.7869		Gimnime	('Ritime [riti1238]')'Gimnime [gimn1238][gmn]-l-'	17161	unknown/safe		Atlantic-Congo	#A9A9A9	8.58129 12.7869	FALSE
False	0	0	0		260	260	gnm	ginu1240	{}	-10.0298	language	149.7		Ginuman	'Ginuman [ginu1240][gnm]-l-'	1460	unknown/safe		Dagan	#A9A9A9	-10.0298 149.7	FALSE
False	0	0	0		10	19260	ayg	giny1241	{}	8.2327	language	0.98348		Ginyanga	'Ginyanga [giny1241][ayg]-l-'	20575	unknown/safe		Atlantic-Congo	#A9A9A9	8.2327 0.98348	FALSE
False	0	0	0		50	5567	bbr	gira1247	{}	-5.35342	language	145.423		Girawa	'Girawa [gira1247][bbr]-l-'	8125	unknown/safe		Nuclear Trans New Guinea	#A9A9A9	-5.35342 145.423	FALSE
False	0	0	0		376	14829	NOCODE_Girirra	giri1245	{}	5.76	language	42.17		Girirra	'Girirra [giri1245]-l-'	16757	unknown/safe		Afro-Asiatic	#A9A9A9	5.76 42.17	FALSE
False	7	0	0		10	21355	nyf	giry1241	{}	-3.30638	language	39.6648		Giryama	('Chwaka [chwa1242]','Jibana [jiba1245]','Kambe [kamb1298]','Kauma [kaum1238]','Nuclear Giryama [nucl1390]','Rabai [raba1248]','Ribe [ribe1238]')'Giryama [giry1241][nyf]-l-'	22143	unknown/safe		Atlantic-Congo	#A9A9A9	-3.30638 39.6648	FALSE
False	3	0	0		10	15423	toh	gito1238	{}	-23.7964	language	35.1577		Gitonga	('Gitonga Gy Khogani [gito1239]','Nyambe [nyam1272]','Sewi [sewi1238]')'Gitonga [gito1238][toh]-l-'	17304	unknown/safe		Atlantic-Congo	#A9A9A9	-23.7964 35.1577	FALSE
False	0	0	0		21	20744	ggt	gitu1237	{}	-6.0151	language	147.485		Gitua	'Gitua [gitu1237][ggt]-l-'	21730	unknown/safe		Austronesian	#A9A9A9	-6.0151 147.485	FALSE
False	2	0	0		280	1494	git	gitx1241	{}	55.09	language	-128.08		Gitxsan	('Gitsken [gits1238]','Nuclear Gitxsan [nucl1650]')'Gitxsan [gitx1241][git]-l-'	2852	severely endangered	Tsimshianic	Tsimshian	#FFCB00	55.09 -128.08	FALSE
False	0	0	0		395	395	giy	giyu1238	{}	-13.2001	language	130.092		Giyug	'Giyug [giyu1238][giy]-l-'	1763	extinct		Unattested	#FF0000	-13.2001 130.092	FALSE
False	0	0	0		376	7180	NOCODE_Gizey	gize1234	{}	10.023278	language	15.269103		Gizey	'Gizey [gize1234]-l-'	9602	unknown/safe		Afro-Asiatic	#A9A9A9	10.023278 15.269103	FALSE
False	2	0	0		241	241	tof	gizr1240	{}	-9.183	language	142.804		Gizrra	('Waidoro [waid1239]','Western Gizra [west2584]')'Gizrra [gizr1240][tof]-l-'	1419	unknown/safe		Eastern Trans-Fly	#A9A9A9	-9.183 142.804	FALSE
False	2	0	0		10	7680	glr	glar1241	{}	5.23264	language	-7.50317		Glaro-Twabo	('Glaro [glar1242]','Twabo [twab1238]')'Glaro-Twabo [glar1241][glr]-l-'	10313	unknown/safe		Atlantic-Congo	#A9A9A9	5.23264 -7.50317	FALSE
False	3	0	0		376	12292	glw	glav1244	{}	11.1334	language	13.8652		Glavda	('Bokwa [bokw1242]','Ngoshie {Glavda} [ngos1242]','Nuclear Glavda [nucl1680]')'Glavda [glav1244][glw]-l-'	14862	unknown/safe		Afro-Asiatic	#A9A9A9	11.1334 13.8652	FALSE
False	0	0	0		10	7680	oub	glio1241	{}	5.39966	language	-7.50585		Glio-Oubi	'Glio-Oubi [glio1241][oub]-l-'	10309	unknown/safe		Atlantic-Congo	#A9A9A9	5.39966 -7.50585	FALSE
False	0	0	0		353	1617	gnu	gnau1240	{}	-3.59093	language	142.196		Gnau	'Gnau [gnau1240][gnu]-l-'	3022	unknown/safe		Nuclear Torricelli	#A9A9A9	-3.59093 142.196	FALSE
False	7	0	0		89	5998	gom	goan1235	{}	15.2732	language	74.2098		Goan Konkani	('Bardeskari [bard1253]','Chitpavani [chit1277]','Daldi [dald1238]','Kudali [kuda1248]','Mangalore [mang1376]','Sarasvat Brahmin [sara1313]','Standard Konkani [stan1303]')'Goan Konkani [goan1235][gom]-l-'	8452	unknown/safe		Indo-European	#A9A9A9	15.2732 74.2098	FALSE
False	0	0	0		89	14029	gig	goar1239	{}	27.253	language	68.363		Goaria	'Goaria [goar1239][gig]-l-'	16263	unknown/safe		Indo-European	#A9A9A9	27.253 68.363	FALSE
False	3	0	0		278	1489	goi	goba1246	{}	-6.48678	language	142.201		Gobasi	('Honibo [honi1245]','Nuclear Gobasi [nucl1451]','Oiba [oiba1238]')'Gobasi [goba1246][goi]-l-'	2847	unknown/safe		East Strickland	#A9A9A9	-6.48678 142.201	FALSE
False	0	0	0		10	15187	gox	gobu1238	{}	5.01201	language	20.0194		Gobu	'Gobu [gobu1238][gox]-l-'	17122	unknown/safe		Atlantic-Congo	#A9A9A9	5.01201 20.0194	FALSE
False	9	0	0		10	7671	god	godi1239	{}	5.3944	language	-5.82696		Godié	('Dagli [dagl1238]','Dlogo [dlog1238]','Glibe [glib1238]','Jluko [jluk1238]','Kagbo [kagb1242]','Koyo {Cote d'Ivoire} [koyo1243]','Nugbo [nugb1238]','Nyago [nyag1246]','Tiglu [tigl1238]')'Godié [godi1239][god]-l-'	10287	unknown/safe	Kru	Atlantic-Congo	#A9A9A9	5.3944 -5.82696	FALSE
False	4	0	0		89	14030	gdx	godw1241	{}	24.885	language	72.846		Godwari	('Balvi [balv1238]','Khuni [khun1256]','Madahaddi [mada1244]','Sirohi [siro1247]')'Godwari [godw1241][gdx]-l-'	16268	unknown/safe		Indo-European	#A9A9A9	24.885 72.846	FALSE
False	0	0	0		376	14973	ank	goem1240	{}	8.74455	language	9.72453		Goemai	'Goemai [goem1240][ank]-l-'	16890	unknown/safe	West Chadic	Afro-Asiatic	#A9A9A9	8.74455 9.72453	FALSE
False	0	0	0		342	6888	gof	gofa1235	{}	6.57645	language	37.05		Gofa	'Gofa [gofa1235][gof]-l-'	9354	unknown/safe		Ta-Ne-Omotic	#A9A9A9	6.57645 37.05	FALSE
False	2	0	0		10	18905	gog	gogo1263	{}	-6.35951	language	35.4807		Gogo	('Nyambwa [nyam1274]','Nyaugogo [nyau1243]')'Gogo [gogo1263][gog]-l-'	20227	unknown/safe		Atlantic-Congo	#A9A9A9	-6.35951 35.4807	FALSE
False	0	0	0		352	1605	ggw	gogo1265	{}	-8.08527	language	142.874		Gogodala	'Gogodala [gogo1265][ggw]-l-'	3005	unknown/safe	Gogodala	Suki-Gogodala	#A9A9A9	-8.08527 142.874	FALSE
False	4	0	0		10	7524	gkn	goka1239	{}	4.61889	language	7.34457		Gokana	('Bodo {Gokana} [bodo1271]','Bomu {Gokana} [bomu1248]','Dere [dere1242]','Kibangha [kiba1244]')'Gokana [goka1239][gkn]-l-'	10057	unknown/safe	Cross River	Atlantic-Congo	#A9A9A9	4.61889 7.34457	FALSE
False	9	0	0		10	10	gol	gola1255	{}	7.06193	language	-10.8138		Gola	('De [deee1239]','Deng [deng1249]','Kongba [kong1286]','Kongbaa [kong1285]','Kpo [kpoo1238]','Managobla [mana1289]','Senje [senj1238]','Tee {Gola} [teee1241]','Toldil [told1238]')'Gola [gola1255][gol]-l-'	446	unknown/safe	Mel	Atlantic-Congo	#A9A9A9	7.06193 -10.8138	FALSE
False	5	0	0		50	5537	gvf	goli1247	{}	-6.2249	language	144.8505		Golin	('Keri [keri1251]','Kia [kiaa1241]','Marigl [mari1436]','Nuclear Golin [nucl1619]','Yuri [yuri1250]')'Golin [goli1247][gvf]-l-'	8089	unknown/safe	Chimbu	Nuclear Trans New Guinea	#A9A9A9	-6.2249 144.8505	FALSE
False	0	0	0		21	15673	goo	gone1237	{}	-16.5886	language	178.599		Gone Dau	'Gone Dau [gone1237][goo]-l-'	17663	unknown/safe		Austronesian	#A9A9A9	-16.5886 178.599	FALSE
False	0	0	0		151	151	goe	gong1251	{}	27.066	language	91.1686		Gongduk	'Gongduk [gong1251][goe]-l-'	1256	vulnerable		Sino-Tibetan	#CBCB65	27.066 91.1686	FALSE
False	2	0	0		10	15593	gjn	gonj1241	{}	8.48801	language	-0.72757		Gonja	('Choruba [chor1271]','Nuclear Gonja [nucl1350]')'Gonja [gonj1241][gjn]-l-'	17607	unknown/safe		Atlantic-Congo	#A9A9A9	8.48801 -0.72757	FALSE
False	0	0	0		318	318	gni	goon1238	{}	-18.4073	language	126.351		Gooniyandi	'Gooniyandi [goon1238][gni]-l-'	1558	severely endangered	Bunuban	Bunaban	#FFCB00	-18.4073 126.351	FALSE
False	0	0	0		21	13428	goq	gora1261	{}	2.13058	language	128.261		Gorap	'Gorap [gora1261][goq]-l-'	15971	definitely endangered		Austronesian	#EDED21	2.13058 128.261	FALSE
False	1	0	0		21	20768	goc	gora1262	{}	-6.85564	language	146.579		Gorakor	('Yanta [yant1237]')'Gorakor [gora1262][goc]-l-'	21749	unknown/safe		Austronesian	#A9A9A9	-6.85564 146.579	FALSE
False	5	0	0		21	7829	gor	goro1259	{}	0.62689	language	122.288		Gorontalo	('East Gorontalo [east2479]','Gorontalo Kota [goro1260]','Limboto [limb1269]','Tilamuta [tila1238]','West Gorontalo [west2556]')'Gorontalo [goro1259][gor]-l-'	10508	unknown/safe	Greater Central Philippine	Austronesian	#A9A9A9	0.62689 122.288	FALSE
False	0	0	0		264	1468	grq	goro1261	{}	-4.52947	language	144.59		Gorovu	'Gorovu [goro1261][grq]-l-'	2818	unknown/safe		Lower Sepik-Ramu	#A9A9A9	-4.52947 144.59	FALSE
False	0	0	0		376	9533	gow	goro1270	{}	-4.23575	language	35.7996		Gorowa	'Gorowa [goro1270][gow]-l-'	12246	unknown/safe	Southern Cushitic	Afro-Asiatic	#A9A9A9	-4.23575 35.7996	FALSE
False	2	0	0		362	14734	gqr	gorr1238	{}	8.0841	language	17.0713		Gor	('Bodo {Gor} [bodo1273]','Yamod [yamo1247]')'Gor [gorr1238][gqr]-l-'	16633	unknown/safe		Central Sudanic	#A9A9A9	8.0841 17.0713	FALSE
False	3	0	0		89	726	got	goth1244	{}	46.9304	language	29.9786		Gothic	('Crimean Gothic [crim1255]','Ostrogoth [ostr1239]','Visigoth [visi1239]')'Gothic [goth1244][got]-l-'	2203	extinct		Indo-European	#FF0000	46.9304 29.9786	FALSE
False	0	0	0		10	5146	goy	goun1238	{}	9.46683	language	16.255		Goundo	'Goundo [goun1238][goy]-l-'	7451	critically endangered		Atlantic-Congo	#FF6500	9.46683 16.255	FALSE
False	3	0	0		10	22062	gux	gour1243	{}	11.6711	language	1.28489		Gourmanchéma	('Central Gourmanchema [cent2024]','Northern Gourmanchema [nort2778]','Southern Gourmanchema [sout2788]')'Gourmanchéma [gour1243][gux]-l-'	22662	unknown/safe	Gur	Atlantic-Congo	#A9A9A9	11.6711 1.28489	FALSE
False	0	0	0		89	11053	gwf	gowr1239	{}	35.1243	language	73.1233		Gowro	'Gowro [gowr1239][gwf]-l-'	13771	severely endangered		Indo-European	#FFCB00	35.1243 73.1233	FALSE
False	0	0	0		89	18380	goz	goza1238	{}	36.4133	language	50.6987		Gozarkhani	'Gozarkhani [goza1238][goz]-l-'	19896	definitely endangered		Indo-European	#EDED21	36.4133 50.6987	FALSE
False	3	0	0		89	8426	nli	gran1245	{}	34.6485	language	70.7323		Grangali	('Nangalami [nang1256]','Nuclear Grangali [nucl1285]','Zemiaki [zemi1238]')'Grangali [gran1245][nli]-l-'	11075	severely endangered		Indo-European	#FFCB00	34.6485 70.7323	FALSE
False	3	0	0		259	2798	kbk	gras1249	{}	-9.51218	language	147.437		Grass Koiari	('Hogeri [hoge1238]','Lahada [laha1254]','Omani [oman1238]')'Grass Koiari [gras1249][kbk]-l-'	4527	vulnerable	Koiarian	Koiarian	#CBCB65	-9.51218 147.437	FALSE
False	0	0	0		193	2631	gss	gree1271	{}	38.0536	language	23.3762		Greek Sign Language	'Greek Sign Language [gree1271][gss]-l-'	4379	unknown/safe	Sign Languages	Sign Language	#A9A9A9	38.0536 23.3762	FALSE
False	3	0	0		23	7942	giq	gree1278	{}	22.5632	language	104.698		Hagei Gelao	('Sanchong Gelao [sanc1245]','Wuchuan Gelao [wuch1237]','Zhenfeng Gelao [zhen1240]')'Hagei Gelao [gree1278][giq]-l-'	10685	critically endangered		Tai-Kadai	#FF6500	22.5632 104.698	FALSE
False	0	0	0		89	22585	gcl	gren1247	{}	12.0067	language	-61.6989		Grenadian Creole English	'Grenadian Creole English [gren1247][gcl]-l-'	22849	unknown/safe		Indo-European	#A9A9A9	12.0067 -61.6989	FALSE
False	0	0	0		284	4592	grs	gres1240	{}	-2.72229	language	140.279		Gresi	'Gresi [gres1240][grs]-l-'	6765	unknown/safe		Nimboranic	#A9A9A9	-2.72229 140.279	FALSE
False	2	0	0		151	11899	gro	grom1238	{}	27.6089	language	88.8541		Groma	('Lower Groma [lowe1398]','Upper Groma [uppe1409]')'Groma [grom1238][gro]-l-'	14615	unknown/safe		Sino-Tibetan	#A9A9A9	27.6089 88.8541	FALSE
False	4	0	0		89	16120	gos	gron1242	{}	53.2842	language	6.698		Gronings	('Groningen-East Frisian [gron1243]','Veenkoloniaals [veen1238]','West Groningen [west2360]','Westerwolds [west2359]')'Gronings [gron1242][gos]-l-'	18190	vulnerable		Indo-European	#CBCB65	53.2842 6.698	FALSE
False	0	0	0		404	5073	ats	gros1243	{}	48.4834	language	-108.738		Gros Ventre	'Gros Ventre [gros1243][ats]-l-'	7344	critically endangered		Algic	#FF6500	48.4834 -108.738	FALSE
False	2	0	0		10	17601	gwx	guaa1238	{}	6.52106	language	0.16932		Gua	('Anu {Ghana} [anuu1242]','Boso [boso1244]')'Gua [guaa1238][gwx]-l-'	19251	unknown/safe		Atlantic-Congo	#A9A9A9	6.52106 0.16932	FALSE
False	0	0	0				NOCODE_Guachi	guac1239	{}	-19.340172	language	-56.3452		Guachi	'Guachi [guac1239]-l-'	373	extinct			#FF0000	-19.340172 -56.3452	FALSE
False	2	0	0		89	23077	gcf	guad1242	{}	14.4989	language	-61.0228		Guadeloupean Creole French	('Marie Galante Creole French [mari1444]','St. Barth Creole French [stba1239]')'Guadeloupean Creole French [guad1242][gcf]-l-'	23169	unknown/safe	Creoles and Pidgins	Indo-European	#A9A9A9	14.4989 -61.0228	FALSE
False	3	0	0		328	2953	guh	guah1255	{}	5.81736	language	-68.9839		Guahibo	('Amorua [amor1238]','Nuclear Guahibo [nucl1665]','Tigrero [tigr1254]')'Guahibo [guah1255][guh]-l-'	4683	vulnerable	Guahiban	Guahiboan	#CBCB65	5.81736 -68.9839	FALSE
False	0	0	0				NOCODE_Guaicurian	guai1237	{}	24.1666666667	language	-110.3		Guaicurian	'Guaicurian [guai1237]-l-'	161	extinct			#FF0000	24.1666666667 -110.3	FALSE
False	0	0	0		298	14702	gvj	guaj1256	{}	-3.93574	language	-46.3683		Guajá	'Guajá [guaj1256][gvj]-l-'	16611	vulnerable		Tupian	#CBCB65	-3.93574 -46.3683	FALSE
False	0	0	0				NOCODE_Guamo	guam1236	{}	9.596959	language	-68.98407		Guamo	'Guamo [guam1236]-l-'	309	extinct			#FF0000	9.596959 -68.98407	FALSE
False	0	0	0		289	1513	gum	guam1248	{}	2.55849	language	-76.582		Guambiano	'Guambiano [guam1248][gum]-l-'	2869	definitely endangered	Barbacoan	Barbacoan	#EDED21	2.55849 -76.582	FALSE
False	8	0	0		151	6335	jiq	guan1266	{}	31.5655	language	101.928		Khroskyabs	('Ere {China} [eree1240]','Ergali [erga1238]','Guanyingqiao [guan1252]','Muerzong [muer1238]','Siyaowu [siya1242]','Taiyanghe [taiy1241]','Xiaoyili [xiao1245]','Yelong [yelo1242]')'Khroskyabs [guan1266][jiq]-l-'	8851	unknown/safe		Sino-Tibetan	#A9A9A9	31.5655 101.928	FALSE
False	2	0	0		35	35	gva	guan1268	{}	-21.9803	language	-58.0654		Guana (Paraguay)	('Echoladi [echo1239]','Layana [laya1256]')'Guana {Paraguay} [guan1268][gva]-l-'	487	critically endangered	Mascoian	Lengua-Mascoy	#FF6500	-21.9803 -58.0654	FALSE
False	0	0	0		314	6813	gvc	guan1269	{}	1.07554	language	-69.5705		Kotiria	'Kotiria [guan1269][gvc]-l-'	9337	vulnerable	Tucanoan	Tucanoan	#CBCB65	1.07554 -69.5705	FALSE
